Metadata_Plate,Metadata_Well,Metadata_split,Metadata_Batch,Metadata_Perturbation,Metadata_Cell_type,Metadata_Time,Metadata_broad_sample,Metadata_control_type,Metadata_solvent,Metadata_pert_iname,Metadata_target,Metadata_target_list,Metadata_moa_list,Metadata_purity,Metadata_pert_type,Metadata_pubchem_cid,Metadata_smiles
BR00116993,O09,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K46625559-001-01-8,trt,DMSO,ozanimod,S1PR1,S1PR1,sphingosine 1 phosphate receptor agonist,96.3,trt,52938427.0,CC(C)Oc1ccc(cc1C#N)-c1nc(no1)-c1cccc2[C@H](CCc12)NCCO
BR00116993,O10,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-A10739734-003-09-8,trt,DMSO,efaroxan,ADORA2A,ADORA2A,adrenergic receptor antagonist,94.5,trt,72016.0,CCC1(Cc2ccccc2O1)C1=NCCN1
BR00116993,O11,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K11796549-001-05-2,trt,DMSO,NBQX,GRIN2A,GRIA1|GRIA2|GRIA3|GRIA4|GRIK1|GRIN1|GRIN2A|GRIN2B,glutamate receptor antagonist,0.0,trt,3272524.0,NS(=O)(=O)c1cccc2c1c(cc1[nH]c(=O)c(=O)[nH]c21)[N+]([O-])=O
BR00116993,O12,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K26521938-001-07-2,trt,DMSO,dinoprostone,CATSPER4,CATSPER1|CATSPER2|CATSPER3|CATSPER4|PTGDR|PTGDR2|PTGER1|PTGER2|PTGER3|PTGER4|PTGFR|TBXA2R,prostanoid receptor agonist,34.1,trt,5280360.0,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
BR00116993,O13,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-A07207424-001-14-0,trt,DMSO,Ro-20-1724,PDE3A,PDE3A|PDE4A|PDE4B|PDE4C|PDE4D,phosphodiesterase inhibitor,94.9,trt,5087.0,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC
BR00116993,O14,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K72815923-034-02-0,trt,DMSO,xanomeline,CHRM2,CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR6|HTR7,acetylcholine receptor agonist,82.8,trt,60809.0,CCCCCCOc1nsnc1C1=CCCN(C)C1
BR00116993,O15,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K01825589-310-02-9,trt,DMSO,terazosin,KCNH7,ADRA1A|ADRA1B|ADRA1D|KCNH2|KCNH6|KCNH7,adrenergic receptor antagonist,97.6,trt,5401.0,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1
BR00116993,O16,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K68567222-001-01-2,trt,DMSO,BVT-948,PTPN2,PTPN1|PTPN11|PTPN2,tyrosine phosphatase inhibitor,79.7,trt,6604934.0,CC1(C)C(=O)NC2=C1C(=O)C(=O)c1ccccc21
BR00116993,O17,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K01825660-322-01-9,trt,DMSO,nicotine,TBXAS1,CHAT|CHRNA10|CHRNA2|CHRNA3|CHRNA4|CHRNA5|CHRNA6|CHRNA7|CHRNA9|CHRNB2|CHRNB3|CHRNB4|CYP19A1|TBXAS1|TRPA1,acetylcholine receptor agonist,79.6,trt,942.0,CN1CCCC1c1cccnc1
BR00116993,O18,val,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116993,O19,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K08953028-001-09-6,trt,DMSO,U-0521,COMT,COMT,catechol O methyltransferase inhibitor,78.1,trt,21632.0,CC(C)C(=O)c1ccc(O)c(O)c1
BR00116993,O20,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K20093108-001-02-3,trt,DMSO,BMS-587101,ITGB2,ITGAL|ITGB2,integrin antagonist,90.8,trt,11635371.0,CN1C(=O)N(C(=O)[C@]11CN(Cc2cc(cs2)C(O)=O)C[C@H]1c1ccc(cc1)C#N)c1cc(Cl)cc(Cl)c1
BR00116993,O21,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-A58048407-001-20-4,trt,DMSO,nimodipine,CACNB4,AHR|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNB1|CACNB2|CACNB3|CACNB4|CFTR|NR3C2,calcium channel blocker,95.4,trt,4497.0,COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C
BR00116993,O22,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K80970344-201-08-6,trt,DMSO,pyrrolidine-dithiocarbamate,HSD11B1,HSD11B1|RELA,NFkB pathway inhibitor,77.3,trt,65351.0,SC(=S)N1CCCC1
BR00116993,O23,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K18289362-001-02-2,trt,DMSO,PF-915275,HSD11B1,HSD11B1,11-beta hydroxysteroid dehydrogenase inhibitor,97.9,trt,23725123.0,Nc1cccc(NS(=O)(=O)c2ccc(cc2)-c2ccc(cc2)C#N)n1
BR00116993,O24,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K43330982-001-02-3,trt,DMSO,JTE-013,S1PR2,P2RY10|S1PR2,lysophospholipid receptor antagonist,30.2,trt,10223146.0,CC(C)c1cc(NNC(=O)Nc2cc(Cl)nc(Cl)c2)nc2n(C)nc(C)c12
BR00116993,P01,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K05878375-236-05-7,trt,DMSO,sodium-butyrate,FFAR2,BCHE|FFAR2|FFAR3|HDAC1|HDAC2|HDAC3|HDAC8,HDAC inhibitor,0.0,trt,264.0,CCCC(O)=O
BR00116993,P02,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K91543828-001-02-0,trt,DMSO,pentostatin,ADA,ADA,adenosine deaminase inhibitor|ribonucleotide reductase inhibitor,0.0,trt,439693.0,OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2[C@H](O)CNC=Nc12
BR00116993,P03,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K48830578-001-01-9,trt,DMSO,OMDM-2,GPR119,GPR119,FAAH inhibitor,87.6,trt,6604915.0,CCCCCCCC\C=C/CCCCCCCC(=O)N[C@@H](CO)Cc1ccc(O)cc1
BR00116993,P04,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-A72767275-003-01-6,trt,DMSO,nalmefene,OPRM1,OPRD1|OPRK1|OPRM1,opioid receptor antagonist,86.5,trt,4422.0,Oc1ccc2CC3N(CC4CC4)CCC45C(Oc1c24)C(=C)CCC35O
BR00116993,P05,val,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116993,P06,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K70586315-001-02-4,trt,DMSO,1-EBIO,KCNN1,KCNN1|KCNN2|KCNN3|KCNN4,potassium channel activator,94.9,trt,82320.0,CCn1c2ccccc2[nH]c1=O
BR00116993,P07,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K40109029-001-02-9,trt,DMSO,SB-505124,TGFBR1,TGFBR1,ALK tyrosine kinase receptor inhibitor,95.4,trt,9858940.0,Cc1cccc(n1)-c1[nH]c(nc1-c1ccc2OCOc2c1)C(C)(C)C
BR00116993,P08,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-A83029242-001-06-1,trt,DMSO,prasugrel,P2RY12,P2RY12,purinergic receptor antagonist,77.4,trt,6918456.0,CC(=O)Oc1cc2CN(CCc2s1)C(C(=O)C1CC1)c1ccccc1F
BR00116993,P09,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K57313110-001-06-8,trt,DMSO,pidolic-acid,VEGFA,ADAM28|AMY1A|AMY2A|AMY2B|ANG|CCL8|HCRT|IGLC1|KRTAP5-2|TFF2|VEGFA,,0.0,trt,7405.0,OC(=O)[C@@H]1CCC(=O)N1
BR00116993,P10,val,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116993,P11,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K15502390-001-20-9,trt,DMSO,nevirapine,CYP2A6,CYP1A2|CYP2A6|CYP2B6|CYP2C9|CYP2D6|CYP3A4|CYP3A5,non-nucleoside reverse transcriptase inhibitor,95.9,trt,4463.0,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
BR00116993,P12,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K92049597-001-20-8,trt,DMSO,triamterene,SCNN1G,SCNN1A|SCNN1B|SCNN1D|SCNN1G,sodium channel blocker,94.6,trt,5546.0,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
BR00116993,P13,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K16730910-001-07-3,trt,DMSO,regorafenib,DDR2,ABL1|BRAF|DDR2|EPHA2|FGFR1|FGFR2|FLT1|FLT4|FRK|KDR|KIT|MAPK11|NTRK1|PDGFRA|PDGFRB|RAF1|RET|TEK,FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|RAF inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,93.5,trt,11167602.0,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)c(F)c2)ccn1
BR00116993,P14,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-A09722536-002-18-0,trt,DMSO,cyclophosphamide,CYP2A6,CYP2A6|CYP2B6|CYP2C18|CYP2C19|CYP2C8|CYP2C9|CYP2D6|CYP3A4|CYP3A5|CYP3A7,DNA alkylating agent,2.8,trt,2907.0,ClCCN(CCCl)P1(=O)NCCCO1
BR00116993,P15,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K18895904-001-16-1,trt,DMSO,olanzapine,CHRM2,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|HRH1|HRH2|HRH4|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2A|HTR2B|HTR2C|HTR3A|HTR5A|HTR6|HTR7,dopamine receptor antagonist|serotonin receptor antagonist,91.8,trt,,CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12
BR00116993,P16,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-A25569250-001-03-3,trt,DMSO,KI-16425,LPAR1,LPAR1|LPAR3,lysophosphatidic acid receptor antagonist,95.5,trt,10367662.0,CC(OC(=O)Nc1c(C)noc1-c1ccc(CSCCC(O)=O)cc1)c1ccccc1Cl
BR00116993,P17,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K29895144-001-01-0,trt,DMSO,SKLB1002,KDR,KDR,VEGFR inhibitor,97.3,trt,71461003.0,COc1cc2ncnc(Sc3nnc(C)s3)c2cc1OC
BR00116993,P18,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K67017579-001-28-1,trt,DMSO,cilostazol,PDE3A,PDE3A|PDE3B,phosphodiesterase inhibitor,96.2,trt,2754.0,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1
BR00116993,P19,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K77060810-001-01-5,trt,DMSO,AZD1283,P2RY12,P2RY12,purinergic receptor antagonist,94.0,trt,23649325.0,CCOC(=O)c1cc(C#N)c(nc1C)N1CCC(CC1)C(=O)NS(=O)(=O)Cc1ccccc1
BR00116993,P20,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K68982262-001-01-4,trt,DMSO,A-987306,CCR1,ADORA1|AVPR1A|CCR1|CHRM1|CHRM2|CHRM3|CHRM4|DRD3|HTR1A|HTR1B|HTR2A|HTR2B|HTR3A|TACR2,histamine receptor antagonist,92.2,trt,25109291.0,Nc1nc(N2CCNCC2)c2CCC3=C([C@@H]4CCCC[C@@H]4O3)c2n1
BR00116993,P21,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K24616672-003-20-1,trt,DMSO,procaine,HTR3A,CHRNA2|GRIN3A|HTR3A|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|MAOA|MAOB|RYR1|RYR2|SCN10A|SLC6A3,HMGCR inhibitor,96.0,trt,4914.0,CCN(CC)CCOC(=O)c1ccc(N)cc1
BR00116993,P22,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-A82396632-008-30-8,trt,DMSO,miconazole,KCNN1,KCNH2|KCNH6|KCNH7|KCNMA1|KCNMB1|KCNMB2|KCNMB3|KCNMB4|KCNN1|KCNN2|KCNN3|KCNN4|NOS2|NOS3|TRPM2|TRPV5,bacterial cell wall synthesis inhibitor,94.9,trt,4189.0,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
BR00116993,P23,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K61250553-003-30-6,trt,DMSO,loperamide,OPRM1,CACNA1A|CALM1|OPRD1|OPRK1|OPRM1|POMC,opioid receptor agonist,97.5,trt,3955.0,CN(C)C(=O)C(CCN1CCC(O)(CC1)c1ccc(Cl)cc1)(c1ccccc1)c1ccccc1
BR00116993,P24,val,2020_11_04_CPJUMP1,compound,A549,24,BRD-K70358946-001-17-3,trt,DMSO,aripiprazole,HTR3A,ADRA1A|ADRA1B|ADRA2A|ADRA2B|ADRA2C|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|DRD1|DRD2|DRD3|DRD4|DRD5|HRH1|HTR1A|HTR1B|HTR1D|HTR1E|HTR2A|HTR2C|HTR3A|HTR6|HTR7,serotonin receptor agonist|serotonin receptor antagonist,96.6,trt,60795.0,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl
BR00116994,A01,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-A86665761-001-01-1,trt,DMSO,gabapentin-enacarbil,CACNB4,CACNA1A|CACNA1B|CACNA1C|CACNA1D|CACNA1E|CACNA1F|CACNA1G|CACNA1H|CACNA1I|CACNA1S|CACNA2D1|CACNA2D2|CACNA2D3|CACNA2D4|CACNB1|CACNB2|CACNB3|CACNB4|CACNG1|CACNG2|CACNG3|CACNG4|CACNG5|CACNG6|CACNG7|CACNG8,adrenergic receptor agonist,7.6,trt,9883933.0,CC(C)C(=O)OC(C)OC(=O)NCC1(CC(O)=O)CCCCC1
BR00116994,A02,test,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116994,A03,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-A22032524-074-09-9,trt,DMSO,amlodipine,CACNA2D3,CA1|CACNA1B|CACNA1C|CACNA1D|CACNA1F|CACNA1S|CACNA2D1|CACNA2D3|CACNB1|CACNB2|SMPD1,calcium channel blocker,97.4,trt,2162.0,CCOC(=O)C1=C(COCCN)NC(C)=C(C1c1ccccc1Cl)C(=O)OC
BR00116994,A04,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-A01078468-001-14-8,trt,DMSO,hexestrol,AKR1C1,AKR1C1|ESR1|ESR2,synthetic estrogen,84.3,trt,3606.0,CCC(C(CC)c1ccc(O)cc1)c1ccc(O)cc1
BR00116994,A05,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K48278478-001-01-2,trt,DMSO,quinine,KCNN4,GP9|KCNB2|KCNN4|SLC29A4,hemozoin biocrystallization inhibitor,88.7,trt,94175.0,COc1ccc2nccc([C@@H](O)[C@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)c2c1
BR00116994,A06,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K36574127-001-01-3,trt,DMSO,LOXO-101,NTRK1,NTRK1|NTRK2|NTRK3,tropomyosin receptor kinase inhibitor,94.6,trt,46188928.0,O[C@H]1CCN(C1)C(=O)Nc1cnn2ccc(nc12)N1CCC[C@@H]1c1cc(F)ccc1F
BR00116994,A07,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K74913225-001-14-0,trt,DMSO,brinzolamide,CA5A,CA1|CA12|CA14|CA2|CA4|CA5A|CA7,carbonic anhydrase inhibitor,0.0,trt,68844.0,CCN[C@H]1CN(CCCOC)S(=O)(=O)c2sc(cc12)S(N)(=O)=O
BR00116994,A08,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K94342292-001-01-3,trt,DMSO,NS-11021,KCNMA1,KCNMA1,calcium-activated potassium channel activator,0.0,trt,24825677.0,FC(F)(F)c1cc(NC(=S)Nc2ccc(Br)cc2-c2nnn[nH]2)cc(c1)C(F)(F)F
BR00116994,A09,test,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116994,A10,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K19975102-001-01-2,trt,DMSO,GNF-5837,NTRK1,NTRK1|NTRK2|NTRK3,growth factor receptor inhibitor,75.8,trt,59397065.0,Cc1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1Nc1ccc2c(NC(=O)\C2=C/c2ccc[nH]2)c1
BR00116994,A11,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K25244359-066-02-6,trt,DMSO,apatinib,CSK,CSK|KDR|KIT|RET,RET tyrosine kinase inhibitor,63.4,trt,11315474.0,O=C(Nc1ccc(cc1)C1(CCCC1)C#N)c1cccnc1NCc1ccncc1
BR00116994,A12,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K18131774-001-18-4,trt,DMSO,ethoxzolamide,CA5A,CA1|CA12|CA13|CA14|CA2|CA3|CA4|CA5A|CA5B|CA6|CA7|CA9,carbonic anhydrase inhibitor,79.2,trt,3295.0,CCOc1ccc2nc(sc2c1)S(N)(=O)=O
BR00116994,A13,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-A85242401-001-11-5,trt,DMSO,ascorbic-acid,P3H1,ALKBH2|ALKBH3|BBOX1|DBH|EGLN1|EGLN2|EGLN3|KDM5D|LCT|OGFOD1|OGFOD2|P3H1|P3H2|P3H3|P4HA1|P4HTM|PAM|PHYH|PLOD1|PLOD2|PLOD3|SLC23A1|SLC23A2|TMLHE,antioxidant,0.0,trt,9888239.0,OC[C@H](O)[C@H]1OC(=O)C(=O)C1O
BR00116994,A14,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K06426971-001-02-7,trt,DMSO,ryuvidine,CDK4,CDK2|CDK4,histone lysine methyltransferase inhibitor,90.8,trt,481747.0,Cc1nc2c(s1)C(=O)C=C(Nc1ccc(C)cc1)C2=O
BR00116994,A15,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K47049295-300-03-1,trt,DMSO,BAN-ORL-24,OPRL1,OPRL1,nociceptin/orphanin FQ receptor antagonist,81.7,trt,10296561.0,O=C(NCCCN1CCC2(CC1)OCc1ccccc21)[C@H]1CCCN1Cc1ccccc1
BR00116994,A16,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K78122587-300-04-3,trt,DMSO,NNC-55-0396,CATSPER4,CATSPER1|CATSPER2|CATSPER3|CATSPER4,T-type calcium channel blocker,95.9,trt,9957280.0,CC(C)[C@H]1c2ccc(F)cc2CC[C@@]1(CCN(C)CCCc1nc2ccccc2[nH]1)OC(=O)C1CC1
BR00116994,A17,test,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116994,A18,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K50199947-001-03-4,trt,DMSO,WH-4-023,LCK,LCK|SRC,src inhibitor,84.1,trt,11844351.0,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(cc3)N3CCN(C)CC3)n2)c(OC)c1
BR00116994,A19,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K50720187-051-03-1,trt,DMSO,flupirtine,KCNQ2,ADRA2A|KCNQ1|KCNQ2,glutamate receptor antagonist,8.9,trt,53276.0,CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)nc1N
BR00116994,A20,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K91825936-001-03-9,trt,DMSO,ZK811752,CCR1,CCR1,CC chemokine receptor antagonist,99.1,trt,512282.0,C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O
BR00116994,A21,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K38775274-001-22-1,trt,DMSO,dexamethasone,ANXA1,ANXA1|NOS2|NR0B1|NR3C1|NR3C2,glucocorticoid receptor agonist,87.6,trt,5743.0,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
BR00116994,A22,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K47598052-001-14-1,trt,DMSO,PP-1,HCK,HCK|RET,src inhibitor,97.8,trt,1400.0,Cc1ccc(cc1)-c1nn(c2ncnc(N)c12)C(C)(C)C
BR00116994,A23,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K61845293-300-01-9,trt,DMSO,DDR1-IN-1,DDR2,DDR1|DDR2,discoidin domain receptor inhibitor,97.5,trt,72836888.0,CCN1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(Oc3ccc4NC(=O)Cc4c3)c2)CC1
BR00116994,A24,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K87782578-001-01-4,trt,DMSO,AVL-292,BTK,BTK|YES1,Bruton's tyrosine kinase (BTK) inhibitor,91.8,trt,59174488.0,COCCOc1ccc(Nc2ncc(F)c(Nc3cccc(NC(=O)C=C)c3)n2)cc1
BR00116994,B01,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K26439554-001-01-3,trt,DMSO,H2L-5765834,LPAR1,LPAR1|LPAR3,lysophosphatidic acid receptor antagonist,83.2,trt,1365686.0,OC(=O)c1ccc2C(=O)N(C(=O)c2c1)c1cccc(Oc2ccc(cc2)[N+]([O-])=O)c1
BR00116994,B02,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K58049875-001-03-9,trt,DMSO,thiostrepton,FOXM1,FOXM1,FOXM1 inhibitor|protein synthesis inhibitor,55.7,trt,16154490.0,CC[C@H](C)[C@@H]1N[C@@H]2C=Cc3c(cc(nc3[C@H]2O)C(=O)O[C@H](C)[C@@H]2NC(=O)c3csc(n3)[C@@H](NC(=O)[C@H]3CSC(=N3)\C(NC(=O)[C@@H](NC(=O)c3csc(n3)[C@]3(CCC(=N[C@@H]3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC1=O)[C@@H](C)O)=C\C)[C@](C)(O)[C@@H](C)O)[C@H](C)O
BR00116994,B03,test,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116994,B04,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K72726508-001-02-1,trt,DMSO,arcyriaflavin-a,CCND1,CCND1|CDK4,CDK inhibitor,78.5,trt,5327723.0,O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21
BR00116994,B05,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K29151923-001-01-5,trt,DMSO,CYM-5520,S1PR2,S1PR2,sphingosine 1 phosphate receptor agonist,95.6,trt,25110470.0,Cc1cc(C(=O)Cn2cc(ccc2=O)C#N)c(C)n1Cc1ccccc1
BR00116994,B06,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K66788707-001-14-3,trt,DMSO,fludarabine,ADA,ADA|RRM1|RRM2,ribonucleotide reductase inhibitor,93.2,trt,657237.0,Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
BR00116994,B07,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K06890060-001-09-1,trt,DMSO,alda-1,ALDH2,ALDH2,aldehyde dehydrogenase activator,98.1,trt,831629.0,Clc1cccc(Cl)c1C(=O)NCc1ccc2OCOc2c1
BR00116994,B08,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K50398167-236-22-7,trt,DMSO,meclofenamic-acid,KCNQ2,ALOX5|CNR1|KCNQ2|KCNQ3|PTGS1|PTGS2,cyclooxygenase inhibitor|prostanoid receptor antagonist,93.7,trt,4037.0,Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl
BR00116994,B09,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K87632963-001-03-0,trt,DMSO,GNF-5,ABL1,ABL1|BCR,Bcr-Abl kinase inhibitor,98.0,trt,44129660.0,OCCNC(=O)c1cccc(c1)-c1ncnc(Nc2ccc(cc2)OC(F)(F)F)c1
BR00116994,B10,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K37602296-001-01-6,trt,DMSO,NS-309,KCNN4,KCNN1|KCNN2|KCNN3|KCNN4,calcium-activated potassium channel activator,94.9,trt,11637204.0,ON=C1C(=O)Nc2c1ccc(Cl)c2Cl
BR00116994,B11,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K09143580-001-01-0,trt,DMSO,AK-7,SIRT2,SIRT2,SIRT inhibitor,96.6,trt,1328033.0,Brc1cccc(NC(=O)c2cccc(c2)S(=O)(=O)N2CCCCCC2)c1
BR00116994,B12,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-A22713669-001-04-3,trt,DMSO,BVT-948,PTPN2,PTPN1|PTPN11|PTPN2,tyrosine phosphatase inhibitor,89.3,trt,44483339.0,CC1(C)C2C(=NC1=O)c1ccccc1C(=O)C2=O
BR00116994,B13,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K16472653-001-01-6,trt,DMSO,SirReal-2,SIRT2,SIRT2,SIRT inhibitor,97.8,trt,1096292.0,Cc1cc(C)nc(SCC(=O)Nc2ncc(Cc3cccc4ccccc34)s2)n1
BR00116994,B14,test,2020_11_04_CPJUMP1,compound,A549,24,DMSO,negcon,DMSO,,,,,,,,
BR00116994,B15,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K34581968-001-05-3,trt,DMSO,BMS-536924,LCK,AKT1|CCNE1|CDK2|CYP3A4|ERBB2|IGF1R|KDR|LCK|MAPK1|MET|PDGFRA|PDGFRB,IGF-1 inhibitor,92.3,trt,,Cc1cc(cc2[nH]c(nc12)-c1c(NC[C@@H](O)c2cccc(Cl)c2)cc[nH]c1=O)N1CCOCC1
BR00116994,B16,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K81801188-001-02-8,trt,DMSO,PP-121,HCK,ABL1|EGFR|HCK|KDR|MTOR|PDGFRA|PIK3CA|PIK3CB|PIK3CD|PIK3CG|PRKDC|SRC,protein tyrosine kinase inhibitor,94.2,trt,24905142.0,C1CCC(C1)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc12
BR00116994,B17,test,2020_11_04_CPJUMP1,compound,A549,24,BRD-K73276278-305-01-1,trt,DMSO,MCOPPB,OPRL1,OPRL1,nociceptin/orphanin FQ (NOP) receptor agonist,96.6,trt,24800108.0,CC1(CCCCCCC1)N1CCC(CC1)n1c(nc2ccccc12)[C@@H]1CCCNC1
